재질,외경_mm,두께_mm,길이_m,무게_kg,생산시간_분,생산단가_원
Stainless Steel 316,38.1,3.56,12.049,36.644,73.11,214691
Stainless Steel 304,25.4,2.77,3.033,4.808,23.51,25972
Carbon Steel,25.4,2.77,12.001,18.688,47.91,30763
Carbon Steel,38.1,3.56,5.992,18.336,28.74,26906
PVC,304.8,4.78,8.98,56.202,37.98,130559
Stainless Steel 316,101.6,5.74,2.979,40.743,40.09,230732
Stainless Steel 304,38.1,3.56,5.977,18.397,39.91,90011
Carbon Steel,50.8,3.91,5.973,26.967,32.19,38439
Carbon Steel,38.1,2.77,11.957,29.307,49.9,44349
Carbon Steel,25.4,3.38,5.988,11.039,28.4,18770
Galvanized Steel,25.4,1.65,9.029,8.568,34.83,19102
Stainless Steel 316,25.4,3.38,6.015,11.28,40.25,69262
Stainless Steel 316,25.4,2.77,3.012,4.721,23.66,29997
Stainless Steel 304,25.4,1.65,3.016,2.975,18.72,17189
Carbon Steel,25.4,1.65,6.045,5.801,24.67,11514
PVC,76.2,5.16,11.992,19.17,37.28,48918
Galvanized Steel,38.1,2.77,9.008,21.452,44.93,39949
Stainless Steel 304,76.2,5.16,12.017,112.235,71.97,518286
Copper,25.4,2.77,3.005,5.198,20.73,65482
Stainless Steel 304,25.4,3.38,5.96,11.15,38.85,57442
Carbon Steel,38.1,2.77,12.003,28.635,51.25,42361
Carbon Steel,76.2,3.05,2.978,16.347,21.89,23483
HDPE,76.2,5.16,12.008,13.012,38.74,30703
Stainless Steel 316,203.2,3.96,11.965,231.754,87.67,1290942
Galvanized Steel,50.8,1.65,12.008,23.954,54.35,46160
PVC,50.8,2.77,8.986,5.361,27.88,17219
PVC,50.8,3.91,11.956,9.812,37.11,28617
HDPE,50.8,1.65,2.99,0.717,12.05,3835
Galvanized Steel,38.1,3.56,2.967,8.998,20.3,17056
Carbon Steel,38.1,1.65,11.979,17.901,48.95,29856
Carbon Steel,50.8,2.77,9.022,29.549,41.69,43340
Carbon Steel,152.4,2.77,5.998,61.347,34.99,79243
Stainless Steel 316,50.8,2.77,6.025,20.348,39.24,118553
PVC,101.6,5.74,8.971,21.888,34.95,54465
Stainless Steel 316,25.4,2.77,8.993,14.387,55.22,89749
PVC,76.2,3.05,3.034,2.979,13.15,8879
PVC,101.6,3.05,9.038,12.009,29.16,30680
Carbon Steel,25.4,2.77,9.005,13.852,38.56,23455
Stainless Steel 316,38.1,3.56,11.983,37.193,67.41,216912
Carbon Steel,50.8,2.77,9.009,29.6,40.08,43177
Stainless Steel 304,25.4,1.65,5.975,5.99,33.48,32805
Carbon Steel,38.1,3.56,2.964,9.077,19.84,14922
Carbon Steel,38.1,1.65,12.012,17.761,51.61,29949
PVC,50.8,1.65,8.98,3.247,24.94,11046
Stainless Steel 304,50.8,2.77,5.968,20.036,37.75,96996
Stainless Steel 304,76.2,5.16,2.964,27.383,29.27,128477
Stainless Steel 304,38.1,1.65,6.029,9.144,34.02,47542
Galvanized Steel,152.4,6.35,9.017,208.544,51.48,322157
Carbon Steel,101.6,5.74,8.974,121.367,47.45,153169
Stainless Steel 316,38.1,2.77,8.98,22.115,53.96,131305
Stainless Steel 316,25.4,3.38,11.964,22.495,72.12,136787
Carbon Steel,101.6,3.05,11.988,88.594,51.01,115279
Stainless Steel 304,38.1,3.56,12.042,36.8,62.34,176618
Carbon Steel,152.4,6.35,8.996,205.409,48.79,255359
Copper,25.4,2.77,3.03,5.342,20.05,67898
Stainless Steel 304,38.1,2.77,8.979,22.157,48.48,109195
Stainless Steel 316,152.4,6.35,5.956,137.905,54.02,768309
Galvanized Steel,50.8,1.65,3.041,5.954,18.98,12355
HDPE,101.6,2.11,5.957,3.661,20.73,10222
PVC,25.4,1.65,9.006,1.577,24.42,6512
Stainless Steel 304,152.4,6.35,8.983,208.395,63.65,948947
HDPE,25.4,1.65,11.978,1.403,32.83,9324
Stainless Steel 304,76.2,2.11,5.99,23.737,36.24,113737
HDPE,38.1,3.56,6.044,2.242,22.57,8325
Carbon Steel,76.2,3.05,8.951,49.363,40.48,66127
Stainless Steel 316,152.4,6.35,9.005,209.483,71.16,1165646
Carbon Steel,50.8,2.77,12.021,38.853,51.73,56448
Carbon Steel,25.4,3.38,3.02,5.471,18.89,9768
Carbon Steel,38.1,1.65,8.962,13.304,37.23,22365
Stainless Steel 316,50.8,3.91,12.048,55.009,74.9,316770
Galvanized Steel,152.4,2.77,2.961,30.659,27.68,51393
Carbon Steel,76.2,5.16,3.023,27.342,23.04,37301
Copper,25.4,3.38,11.952,24.974,59.95,310926
HDPE,25.4,2.77,6.038,1.135,19.98,6221
Galvanized Steel,101.6,2.11,9.024,46.885,45.87,77415
Galvanized Steel,76.2,3.05,6.045,33.41,35.1,57401
Carbon Steel,25.4,2.77,5.961,9.11,28.86,15182
Stainless Steel 304,38.1,3.56,11.987,36.959,65.16,178908
Stainless Steel 316,50.8,1.65,11.987,24.524,65.68,146917
Carbon Steel,203.2,7.04,9.008,303.914,56.04,374523
Carbon Steel,25.4,1.65,2.992,2.883,14.84,6502
Carbon Steel,50.8,1.65,2.99,5.937,16.1,10163
Stainless Steel 316,254.0,8.56,9.032,481.632,87.93,2664784
Carbon Steel,50.8,3.91,5.973,27.027,29.3,37504
Stainless Steel 304,25.4,3.38,2.963,5.5,24.74,28745
HDPE,101.6,2.11,12.007,7.38,34.73,19410
Stainless Steel 304,101.6,2.11,6.004,31.562,39.65,149210
Carbon Steel,25.4,2.77,9.006,13.821,36.52,23482
PVC,25.4,2.77,5.991,1.639,19.23,7233
Copper,76.2,5.16,12.026,123.387,66.89,1492611
Copper,25.4,2.77,12.026,21.265,54.5,265074
Copper,25.4,2.77,3.006,5.378,21.83,68703
PVC,101.6,2.11,11.989,11.167,39.64,32165
HDPE,203.2,2.77,2.957,4.807,16.54,10941
Galvanized Steel,50.8,3.91,2.987,13.58,22.46,24293
Galvanized Steel,25.4,3.38,2.986,5.416,19.43,11711
Stainless Steel 304,50.8,3.91,9.004,41.753,51.21,197367
Stainless Steel 316,25.4,2.77,5.971,9.367,40.31,59296
Stainless Steel 304,152.4,2.77,5.965,62.41,42.33,288800
Stainless Steel 304,76.2,2.11,2.988,11.757,24.13,57115
Stainless Steel 304,50.8,1.65,8.994,18.335,46.37,91009
Carbon Steel,50.8,3.91,11.993,54.18,51.13,73961
Carbon Steel,38.1,3.56,8.969,27.062,41.04,39875
Stainless Steel 304,76.2,2.11,9.01,35.048,54.4,168458
Stainless Steel 304,152.4,6.35,2.956,69.171,37.2,318272
Stainless Steel 316,254.0,3.4,12.006,256.173,93.05,1425421
PVC,203.2,7.04,9.034,54.968,40.42,127308
Stainless Steel 316,76.2,2.11,2.973,11.785,24.47,69150
Carbon Steel,25.4,1.65,11.962,11.409,45.76,21829
Stainless Steel 304,25.4,1.65,3.023,2.943,20.64,17220
Stainless Steel 304,38.1,2.77,8.975,22.122,53.09,109338
Stainless Steel 304,76.2,5.16,11.954,109.877,74.57,507549
Carbon Steel,101.6,3.05,11.994,87.668,49.45,114195
Stainless Steel 304,50.8,2.77,5.976,20.053,39.4,97137
Carbon Steel,50.8,2.77,5.953,19.671,29.34,29265
PVC,25.4,1.65,9.035,1.545,28.14,8917
Stainless Steel 304,50.8,3.91,3.011,13.939,25.6,66764
Copper,25.4,3.38,3.005,6.25,21.57,78870
Copper,25.4,1.65,11.962,13.02,53.48,165828
Galvanized Steel,152.4,6.35,3.043,69.543,33.27,110685
HDPE,38.1,2.77,5.976,1.752,19.14,6441
Copper,38.1,1.65,2.989,5.055,19.07,64344
Stainless Steel 304,38.1,2.77,3.041,7.509,22.59,38226
Copper,50.8,2.77,9.033,34.016,46.19,416952
Carbon Steel,50.8,3.91,5.952,26.97,30.43,37287
PVC,76.2,2.11,6.003,4.109,20.93,12217
Stainless Steel 316,38.1,3.56,5.997,18.496,40.58,109929
HDPE,76.2,5.16,6.037,6.542,24.92,15910
Carbon Steel,50.8,1.65,8.994,17.825,39.69,29078
Copper,25.4,1.65,12.028,13.132,58.28,167816
Stainless Steel 316,76.2,3.05,6.043,33.887,41.05,194352
Carbon Steel,152.4,6.35,2.966,67.867,28.46,87172
Carbon Steel,152.4,6.35,12.049,278.43,59.24,344670
Galvanized Steel,304.8,4.78,3.036,105.024,36.16,164155
Copper,101.6,5.74,3.036,47.295,32.16,572957
Stainless Steel 316,101.6,5.74,6.03,82.354,51.68,462098
Stainless Steel 316,25.4,1.65,6.01,5.931,32.05,39012
Stainless Steel 304,38.1,2.77,8.99,22.282,54.38,110523
PVC,76.2,5.16,6.047,9.622,23.58,25638
Carbon Steel,38.1,2.77,5.98,14.322,27.29,22488
Copper,50.8,2.77,6.006,22.46,34.7,275061
Stainless Steel 304,25.4,3.38,2.988,5.529,24.91,30132
Copper,38.1,1.65,11.999,19.895,55.29,248843
Stainless Steel 304,25.4,2.77,8.998,14.292,48.61,72561
Stainless Steel 304,50.8,3.91,11.968,56.376,72.18,267310
HDPE,101.6,3.05,9.011,8.094,32.85,21573
Stainless Steel 316,76.2,3.05,5.984,33.431,47.63,192440
Galvanized Steel,25.4,1.65,5.978,5.806,31.18,15174
Stainless Steel 304,38.1,3.56,8.972,27.847,52.8,134079
Stainless Steel 316,38.1,1.65,3.024,4.593,23.48,29643
Carbon Steel,152.4,3.4,9.02,111.63,46.1,141927
Stainless Steel 304,38.1,2.77,11.95,29.036,54.41,140378
Stainless Steel 304,304.8,4.78,5.997,218.531,63.65,994837
Stainless Steel 304,50.8,3.91,11.957,54.983,71.5,261042
Carbon Steel,152.4,3.4,2.999,37.645,24.52,49918
Stainless Steel 304,38.1,3.56,9.041,27.616,51.93,132295
Carbon Steel,101.6,3.05,5.96,44.33,32.21,59380
Carbon Steel,38.1,2.77,2.992,7.204,16.98,11910
HDPE,50.8,1.65,3.044,0.73,10.76,3945
Stainless Steel 304,152.4,6.35,6.008,141.608,55.77,646850
Galvanized Steel,25.4,3.38,11.999,21.788,56.52,43170
Copper,25.4,1.65,11.978,13.208,58.97,169437
Copper,38.1,1.65,8.976,14.842,42.3,185564
PVC,38.1,3.56,8.972,4.81,26.83,15212
HDPE,101.6,5.74,3.026,5.043,19.28,12074
Carbon Steel,38.1,2.77,6.048,14.756,29.04,22101
Copper,38.1,3.56,5.962,20.936,34.21,257123
Stainless Steel 316,38.1,2.77,9.015,22.159,54.39,132441
Carbon Steel,50.8,2.77,8.953,28.901,34.73,40565
Carbon Steel,76.2,2.11,5.99,23.185,29.15,32999
PVC,25.4,3.38,8.978,2.976,27.26,10863
Carbon Steel,76.2,2.11,12.003,46.39,50.15,64555
HDPE,25.4,3.38,6.002,1.326,18.63,5337
Carbon Steel,38.1,3.56,8.983,27.148,40.47,40219
Stainless Steel 316,76.2,5.16,8.973,81.154,60.87,456817
Stainless Steel 304,25.4,2.77,12.017,19.064,66.51,97687
Carbon Steel,25.4,2.77,5.975,9.13,29.31,16699
Copper,101.6,5.74,8.987,138.167,53.38,1668511
PVC,50.8,3.91,6.002,4.848,21.68,14621
PVC,76.2,2.11,8.955,6.161,26.21,17895
Stainless Steel 304,203.2,7.04,11.96,419.989,91.25,1905981
Stainless Steel 316,50.8,1.65,12.023,24.511,66.82,147174
Stainless Steel 304,152.4,6.35,12.026,277.537,85.53,1264206
Carbon Steel,38.1,3.56,2.971,9.028,19.3,14241
Stainless Steel 316,152.4,6.35,9.025,208.726,72.04,1160586
Stainless Steel 316,38.1,3.56,9.008,28.051,59.39,165033
Carbon Steel,50.8,2.77,9.04,30.135,38.52,43382
Stainless Steel 316,38.1,3.56,5.97,18.288,39.83,107696
Carbon Steel,38.1,2.77,2.96,7.175,17.95,11470
Carbon Steel,38.1,3.56,8.992,27.267,42.24,41051
Carbon Steel,25.4,3.38,5.999,10.946,31.12,17901
Stainless Steel 316,304.8,3.4,3.041,78.968,44.05,441833
Copper,25.4,2.77,6.019,10.549,31.37,132379
Stainless Steel 304,25.4,2.77,5.982,9.658,39.3,49765
HDPE,25.4,2.77,2.995,0.569,10.83,3192
Carbon Steel,203.2,3.96,12.013,234.87,63.75,293896
Carbon Steel,38.1,1.65,2.97,4.407,15.32,9087
Carbon Steel,152.4,3.4,6.039,75.1,39.05,96154
Copper,38.1,3.56,2.995,10.385,21.51,128827
Stainless Steel 316,25.4,1.65,8.983,8.811,47.89,56309
Stainless Steel 316,50.8,1.65,11.965,24.593,63.67,146253
Stainless Steel 316,101.6,2.11,3.04,16.209,29.17,93891
HDPE,38.1,1.65,5.975,1.061,18.61,5841
Carbon Steel,50.8,1.65,5.982,11.9,26.53,18473
Stainless Steel 316,38.1,3.56,12.023,37.702,69.07,219965
Stainless Steel 304,25.4,2.77,12.007,19.127,67.69,97770
Stainless Steel 316,50.8,3.91,6.014,27.359,46.09,158717
Stainless Steel 316,152.4,3.4,3.027,38.497,36.6,218083
HDPE,76.2,5.16,9.02,9.767,34.51,24125
Stainless Steel 304,203.2,2.77,5.985,83.767,46.53,385143
Stainless Steel 316,152.4,6.35,3.05,71.291,43.52,399600
PVC,101.6,5.74,11.98,28.37,38.56,70283
Carbon Steel,50.8,3.91,5.96,27.159,32.66,37859
Copper,101.6,5.74,9.031,143.37,56.01,1731578
HDPE,203.2,2.77,5.955,9.839,26.8,22297
Stainless Steel 304,101.6,5.74,3.048,41.876,36.94,195260
Stainless Steel 316,76.2,2.11,3.02,11.955,23.71,69185
Copper,152.4,2.77,8.96,106.506,51.73,1287410
Stainless Steel 304,152.4,3.4,3.003,37.733,32.32,175682
Carbon Steel,101.6,3.05,6.033,44.763,33.78,59331
Carbon Steel,152.4,2.77,8.996,92.634,44.47,118999
HDPE,152.4,2.77,3.019,3.852,17.04,9571
Carbon Steel,203.2,7.04,2.964,101.778,37.39,129101
Stainless Steel 316,38.1,1.65,9.02,13.548,48.08,83262
PVC,101.6,2.11,8.993,8.176,28.28,22572
Stainless Steel 304,50.8,3.91,12.014,55.546,70.63,262799
Stainless Steel 316,101.6,5.74,9.019,126.328,67.91,707188
Carbon Steel,38.1,2.77,3.013,7.288,18.02,11881
Stainless Steel 304,38.1,3.56,5.964,18.603,37.34,89906
Galvanized Steel,76.2,2.11,11.987,45.018,53.68,77029
Copper,304.8,4.78,12.022,483.915,84.85,5822123
PVC,101.6,5.74,5.959,14.498,24.15,36049
Carbon Steel,152.4,2.77,12.002,122.623,57.54,157100
HDPE,50.8,2.77,3.021,1.201,14.1,4930
Stainless Steel 304,25.4,1.65,9.009,8.954,45.06,48175
HDPE,152.4,6.35,3.015,8.226,20.56,18622
Stainless Steel 316,50.8,1.65,12.027,24.336,64.79,145455
HDPE,50.8,1.65,8.954,2.194,26.61,9624
HDPE,76.2,5.16,3.011,3.228,18.47,9516
Stainless Steel 316,254.0,4.78,9.045,276.206,77.16,1532901
PVC,101.6,5.74,6.005,14.415,28.05,36318
Stainless Steel 304,76.2,2.11,11.982,46.555,64.19,220818
Stainless Steel 304,152.4,6.35,9.046,213.01,69.19,970986
Stainless Steel 316,38.1,1.65,9.049,13.64,52.98,83362
Copper,254.0,8.56,11.971,708.796,82.61,8520403
Copper,101.6,3.05,9.012,77.128,48.24,934294
PVC,101.6,3.05,11.951,15.876,36.95,41492
PVC,203.2,7.04,8.953,54.191,39.62,126268
HDPE,38.1,3.56,9.041,3.298,27.15,11377
Stainless Steel 304,50.8,1.65,6.001,12.107,39.12,62053
Stainless Steel 304,25.4,2.77,9.027,14.361,52.76,75012
Carbon Steel,76.2,3.05,3.042,16.522,21.48,24294
Stainless Steel 304,50.8,2.77,9.007,30.089,48.11,144587
Carbon Steel,101.6,5.74,11.976,162.445,50.89,205131
Carbon Steel,101.6,3.05,8.997,66.981,42.27,88620
Carbon Steel,304.8,9.53,3.027,207.436,44.11,256889
HDPE,38.1,2.77,9.049,2.661,25.81,9470
Carbon Steel,50.8,2.77,5.996,19.951,28.47,29241
Carbon Steel,101.6,2.11,12.032,61.523,49.42,84140
HDPE,203.2,2.77,2.99,4.937,18.12,12599
HDPE,101.6,3.05,6.001,5.342,21.62,14276
HDPE,76.2,2.11,8.975,4.242,26.84,12967
Stainless Steel 304,38.1,3.56,2.983,9.217,25.47,45869
Stainless Steel 304,25.4,3.38,9.007,16.872,46.31,84544
Stainless Steel 304,38.1,1.65,11.952,17.994,58.83,90857
Copper,254.0,3.4,2.999,71.137,39.23,860809
Carbon Steel,38.1,1.65,2.953,4.376,15.55,7834
Stainless Steel 304,50.8,1.65,3.049,6.21,19.57,30878
Stainless Steel 316,25.4,2.77,11.955,19.112,69.1,117436
Carbon Steel,76.2,5.16,12.006,107.512,55.62,139236
Carbon Steel,76.2,3.05,9.033,49.961,40.43,66689
Stainless Steel 304,25.4,3.38,8.97,16.872,51.31,85016
Stainless Steel 316,203.2,2.77,3.004,41.189,36.31,233012
Carbon Steel,76.2,2.11,6.003,23.002,30.7,32339
Carbon Steel,38.1,1.65,2.977,4.379,15.99,8176
Stainless Steel 316,25.4,1.65,3.007,2.933,20.65,19425
HDPE,50.8,2.77,5.96,2.322,19.45,7976
Carbon Steel,152.4,6.35,3.04,69.68,28.46,89575
Stainless Steel 304,152.4,6.35,8.966,209.463,66.37,954523
Carbon Steel,76.2,3.05,6.007,33.584,31.4,45921
PVC,254.0,3.4,12.016,45.306,43.42,107530
Galvanized Steel,254.0,3.4,2.988,62.195,31.34,100248
Stainless Steel 304,50.8,3.91,12.017,56.303,69.93,265727
Carbon Steel,25.4,3.38,6.023,11.066,28.01,18742
PVC,254.0,4.78,5.963,31.075,31.4,73906
Carbon Steel,101.6,2.11,12.032,62.627,52.68,84589
Stainless Steel 304,152.4,2.77,3.043,31.23,33.99,146369
Carbon Steel,50.8,2.77,5.992,19.529,29.83,28227
Stainless Steel 304,38.1,1.65,6.018,9.035,33.6,47049
Carbon Steel,76.2,5.16,3.023,27.121,25.48,37695
Stainless Steel 316,76.2,2.11,12.034,47.235,72.26,271964
Carbon Steel,76.2,3.05,8.954,48.849,44.85,66585
Carbon Steel,50.8,1.65,12.024,23.807,49.19,38101
Carbon Steel,203.2,3.96,11.953,231.415,61.51,288255
Stainless Steel 304,152.4,6.35,11.978,286.018,78.26,1300724
Stainless Steel 316,25.4,1.65,11.958,11.785,62.54,75540
Carbon Steel,25.4,3.38,9.022,16.522,39.19,27558
Stainless Steel 316,25.4,2.77,12.044,19.057,67.82,117567
Carbon Steel,76.2,2.11,3.001,11.492,18.92,17317
Copper,50.8,2.77,11.977,44.822,62.18,548963
Carbon Steel,50.8,2.77,5.984,19.43,29.86,28924
Stainless Steel 304,101.6,5.74,8.97,123.615,59.72,566977
Stainless Steel 304,38.1,2.77,2.993,7.317,22.36,37848
Copper,38.1,3.56,9.031,30.901,50.64,378755
Copper,76.2,2.11,3.0,13.316,22.68,164299
HDPE,38.1,3.56,9.026,3.284,30.25,11504
HDPE,38.1,1.65,8.983,1.626,27.92,6766
Stainless Steel 316,50.8,3.91,11.967,55.529,71.93,319375
Stainless Steel 304,50.8,1.65,6.005,12.42,33.01,61669
HDPE,25.4,2.77,9.024,1.66,27.3,8043
PVC,76.2,5.16,5.997,9.679,26.89,26186
Carbon Steel,76.2,5.16,12.033,108.857,55.94,141214
Stainless Steel 304,38.1,1.65,3.045,4.542,21.89,24598
Stainless Steel 304,50.8,1.65,2.991,6.072,21.23,31356
PVC,76.2,5.16,5.995,9.567,24.5,24345
Copper,101.6,2.11,9.039,54.307,48.65,660645
Carbon Steel,50.8,1.65,5.965,11.827,26.46,18803
Carbon Steel,76.2,2.11,3.012,11.574,18.65,17266
Carbon Steel,38.1,1.65,3.038,4.54,16.67,8552
Stainless Steel 304,25.4,2.77,5.999,9.573,36.86,49499
Carbon Steel,203.2,3.96,3.036,58.231,28.24,74609
Carbon Steel,50.8,3.91,11.994,53.574,50.67,73635
Carbon Steel,101.6,5.74,3.048,41.419,26.72,54643
Carbon Steel,38.1,2.77,6.032,14.465,30.93,23418
Copper,25.4,2.77,3.035,5.398,23.03,68943
Carbon Steel,76.2,2.11,2.983,11.647,16.11,16675
Carbon Steel,25.4,1.65,8.97,8.409,38.46,17212
Carbon Steel,25.4,3.38,9.03,16.724,38.11,27842
Carbon Steel,38.1,3.56,11.978,37.019,52.1,53511
PVC,25.4,1.65,6.006,1.045,17.44,5583
Stainless Steel 316,38.1,3.56,5.959,18.454,38.89,108258
Carbon Steel,76.2,5.16,2.968,26.556,24.67,36224
Copper,38.1,2.77,11.971,33.092,56.53,406974
Carbon Steel,152.4,3.4,3.049,38.485,24.5,50953
Stainless Steel 304,25.4,2.77,8.988,14.189,45.82,73097
Carbon Steel,304.8,4.78,5.997,213.186,44.6,264254
Carbon Steel,25.4,2.77,2.97,4.562,17.81,9319
Copper,101.6,5.74,6.03,94.69,47.83,1145024
Stainless Steel 304,76.2,2.11,5.957,23.688,39.08,113961
Stainless Steel 304,50.8,2.77,9.042,30.456,49.85,145501
Stainless Steel 304,25.4,1.65,6.012,5.943,31.02,31522
Stainless Steel 316,25.4,2.77,2.99,4.732,24.16,31009
Stainless Steel 304,152.4,3.4,8.974,112.739,58.35,517919
Galvanized Steel,38.1,3.56,2.982,8.801,22.09,16232
Stainless Steel 304,50.8,3.91,9.004,41.176,51.8,194108
PVC,25.4,2.77,11.991,3.374,33.83,12893
Copper,304.8,9.53,5.967,469.978,66.19,5651870
Carbon Steel,203.2,2.77,9.02,125.055,47.49,158211
PVC,50.8,3.91,11.95,9.631,37.97,28283
Stainless Steel 304,76.2,5.16,9.012,83.02,58.45,384442
Stainless Steel 304,101.6,2.11,12.043,63.683,61.42,297170
Copper,25.4,1.65,8.958,9.867,45.51,126828
PVC,50.8,3.91,12.016,9.576,37.59,28215
Stainless Steel 304,152.4,2.77,3.033,31.335,32.3,146518
Copper,50.8,2.77,6.03,23.025,35.57,282181
HDPE,25.4,3.38,11.975,2.67,33.37,11308
Stainless Steel 304,38.1,3.56,9.006,27.734,54.56,135160
Carbon Steel,50.8,1.65,5.986,12.069,28.37,19027
Carbon Steel,101.6,3.05,9.011,67.331,39.52,87941
PVC,50.8,1.65,12.03,4.304,33.65,14912
Stainless Steel 316,50.8,1.65,5.997,12.15,34.13,73427
Carbon Steel,304.8,4.78,2.969,102.952,37.14,130193
Carbon Steel,76.2,2.11,11.987,46.609,48.64,65076
Stainless Steel 316,101.6,5.74,2.955,40.975,38.69,232991
Carbon Steel,50.8,2.77,9.024,29.787,39.79,43108
Carbon Steel,76.2,2.11,6.022,22.937,29.61,33009
Carbon Steel,38.1,3.56,9.0,27.355,37.8,38776
HDPE,50.8,3.91,2.956,1.594,13.75,6055
Copper,76.2,2.11,12.027,52.707,53.13,641753
HDPE,152.4,2.77,11.997,14.709,37.37,32090
Stainless Steel 316,25.4,3.38,3.035,5.615,26.25,35932
Stainless Steel 316,50.8,3.91,9.016,41.927,60.01,241267
Carbon Steel,76.2,3.05,12.01,64.968,50.1,87388
Stainless Steel 316,38.1,2.77,12.031,29.939,62.62,175891
Carbon Steel,25.4,1.65,12.03,11.451,47.02,21902
Carbon Steel,38.1,3.56,3.045,9.292,20.56,15304
Carbon Steel,152.4,6.35,9.016,204.882,51.81,254346
Copper,50.8,2.77,3.036,11.369,22.45,140651
Stainless Steel 304,25.4,2.77,9.011,14.172,48.3,71955
Carbon Steel,76.2,5.16,5.996,54.093,34.78,71248
Carbon Steel,25.4,2.77,12.021,18.647,46.66,30932
PVC,76.2,3.05,3.05,2.992,14.43,9371
Stainless Steel 304,50.8,2.77,9.003,30.202,51.02,145708
Stainless Steel 304,101.6,3.05,3.012,22.746,24.99,106841
Copper,25.4,3.38,2.969,6.194,22.77,77894
Stainless Steel 304,152.4,2.77,11.979,125.314,73.36,577354
Carbon Steel,25.4,3.38,2.974,5.419,19.15,9490
Stainless Steel 304,304.8,3.4,2.988,77.61,40.88,356438
Stainless Steel 304,38.1,3.56,5.964,18.304,43.2,90065
Stainless Steel 304,76.2,2.11,2.987,11.811,24.84,57414
Carbon Steel,38.1,3.56,8.966,27.182,41.06,39443
Carbon Steel,76.2,3.05,3.028,16.715,21.38,23267
Carbon Steel,76.2,3.05,9.005,49.547,40.78,66573
Copper,50.8,2.77,8.961,33.628,49.02,412328
Carbon Steel,25.4,2.77,11.95,18.346,51.77,31023
Carbon Steel,101.6,2.11,6.042,31.751,30.4,43247
PVC,50.8,2.77,6.028,3.52,21.12,10409
Carbon Steel,101.6,5.74,5.993,81.407,40.52,104622
Copper,76.2,3.05,9.028,56.392,50.24,686389
Stainless Steel 304,50.8,2.77,3.034,10.128,22.82,50116
Carbon Steel,25.4,2.77,2.979,4.572,17.31,8482
Stainless Steel 316,76.2,2.11,11.975,46.921,67.2,270037
Carbon Steel,152.4,6.35,2.96,67.938,28.36,86640
Carbon Steel,76.2,5.16,2.989,27.209,23.44,37463
HDPE,38.1,3.56,3.038,1.095,14.03,4587
Carbon Steel,76.2,3.05,9.02,49.835,43.0,66915
Stainless Steel 316,152.4,3.4,6.02,77.228,45.4,432502
PVC,152.4,2.77,6.021,11.115,24.87,28821
Carbon Steel,38.1,1.65,6.015,8.965,26.9,16334
Carbon Steel,25.4,2.77,11.995,18.634,49.42,31099
Stainless Steel 316,203.2,2.77,9.044,126.424,69.38,707724
Stainless Steel 304,25.4,3.38,9.022,16.956,50.1,85531
Stainless Steel 304,25.4,2.77,5.966,9.381,36.51,49173
Stainless Steel 304,25.4,3.38,2.958,5.508,23.95,29211
Carbon Steel,76.2,3.05,12.03,65.34,48.98,87271
Copper,101.6,5.74,11.979,183.818,65.58,2216287
Carbon Steel,25.4,1.65,9.006,8.686,35.4,18075
PVC,101.6,3.05,5.962,7.701,23.09,21799
Stainless Steel 304,25.4,1.65,3.013,2.924,18.85,16149
Galvanized Steel,50.8,1.65,11.984,23.396,54.84,44940
Carbon Steel,76.2,3.05,11.954,65.486,49.99,86759
Stainless Steel 316,38.1,1.65,12.048,18.205,66.1,111445
Carbon Steel,38.1,2.77,2.988,7.21,19.47,12439
PVC,76.2,2.11,2.961,2.017,12.44,6462
Carbon Steel,203.2,3.96,5.971,115.362,39.42,145746
Stainless Steel 304,25.4,1.65,2.994,2.926,20.42,17273
Carbon Steel,76.2,3.05,11.953,64.696,53.69,87212
Carbon Steel,38.1,2.77,6.012,14.451,29.87,22935
Stainless Steel 304,38.1,1.65,6.002,9.216,32.72,47381
Stainless Steel 316,152.4,3.4,5.951,77.039,50.73,433046
Carbon Steel,25.4,3.38,5.953,10.953,27.83,18131
Stainless Steel 316,38.1,1.65,8.984,13.61,47.63,84393
Carbon Steel,50.8,1.65,9.001,17.983,39.28,29077
Carbon Steel,152.4,3.4,5.971,74.423,37.17,96153
Stainless Steel 304,101.6,3.05,5.989,45.972,44.62,214222
Stainless Steel 304,152.4,3.4,5.994,75.953,50.71,351387
Copper,38.1,2.77,8.977,24.85,46.81,306349
Carbon Steel,101.6,3.05,12.006,88.317,51.02,114762
Galvanized Steel,101.6,2.11,3.007,15.522,22.77,27347
Stainless Steel 316,76.2,5.16,6.038,55.706,49.36,315471
Stainless Steel 304,50.8,3.91,12.007,55.425,64.76,261312
Stainless Steel 304,152.4,3.4,9.022,113.739,61.4,523770
Carbon Steel,76.2,2.11,12.038,46.325,51.43,64343
HDPE,76.2,3.05,8.988,5.939,33.71,17150
Copper,50.8,1.65,5.994,13.705,32.33,170223
Stainless Steel 304,25.4,2.77,6.029,9.403,38.75,50279
Carbon Steel,76.2,5.16,8.98,82.596,45.44,107246
Carbon Steel,50.8,3.91,11.966,53.42,53.91,74470
Stainless Steel 316,38.1,1.65,6.044,9.103,34.26,57329
Stainless Steel 316,25.4,2.77,9.041,13.996,52.76,86686
Stainless Steel 304,203.2,7.04,3.015,103.78,43.9,474950
Copper,76.2,3.05,9.027,56.028,50.13,681858
